"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:3aUFrxO1B8EW63QchEl3wX","Feel The Love","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:0ONHkAv9pCAFxb0zJwDNTy","KIDS SEE GHOSTS, Pusha T","spotify:album:6pwuKxMUkNg673KETsXPUV","KIDS SEE GHOSTS","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:0fA0VVWsXO9YnASrzqfmYu","KIDS SEE GHOSTS, Kanye West, Kid Cudi","2018-06-08","https://i.scdn.co/image/ab67616d0000b273013c00ee367dd85396f79c82","1","1","165053","","true","58","USUM71808242","spotify:user:31fyn5l6sxssf4n4f2ne357hbt7e","2024-08-21T04:36:31Z"
"spotify:track:7oHkit3F3vimtsBbnZkU0G","Fire","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE","KIDS SEE GHOSTS","spotify:album:6pwuKxMUkNg673KETsXPUV","KIDS SEE GHOSTS","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:0fA0VVWsXO9YnASrzqfmYu","KIDS SEE GHOSTS, Kanye West, Kid Cudi","2018-06-08","https://i.scdn.co/image/ab67616d0000b273013c00ee367dd85396f79c82","1","2","140526","","true","58","USUM71808244","spotify:user:31fyn5l6sxssf4n4f2ne357hbt7e","2024-08-21T04:36:31Z"
"spotify:track:6JyEh4kl9DLwmSAoNDRn5b","4th Dimension","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:52lBOxCxbJg0ttXEW9CQpW","KIDS SEE GHOSTS, Louis Prima","spotify:album:6pwuKxMUkNg673KETsXPUV","KIDS SEE GHOSTS","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:0fA0VVWsXO9YnASrzqfmYu","KIDS SEE GHOSTS, Kanye West, Kid Cudi","2018-06-08","https://i.scdn.co/image/ab67616d0000b273013c00ee367dd85396f79c82","1","3","153351","","true","66","USUM71808236","spotify:user:31fyn5l6sxssf4n4f2ne357hbt7e","2024-08-21T04:36:31Z"
"spotify:track:7GRTrWsP3yo2Fx8umJfA1X","Freeee (Ghost Town Pt. 2)","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","KIDS SEE GHOSTS, Ty Dolla $ign","spotify:album:6pwuKxMUkNg673KETsXPUV","KIDS SEE GHOSTS","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:0fA0VVWsXO9YnASrzqfmYu","KIDS SEE GHOSTS, Kanye West, Kid Cudi","2018-06-08","https://i.scdn.co/image/ab67616d0000b273013c00ee367dd85396f79c82","1","4","206605","","true","55","USUM71808248","spotify:user:31fyn5l6sxssf4n4f2ne357hbt7e","2024-08-21T04:36:31Z"
"spotify:track:4RVbK6cV0VqWdpCDcx3hiT","Reborn","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE","KIDS SEE GHOSTS","spotify:album:6pwuKxMUkNg673KETsXPUV","KIDS SEE GHOSTS","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:0fA0VVWsXO9YnASrzqfmYu","KIDS SEE GHOSTS, Kanye West, Kid Cudi","2018-06-08","https://i.scdn.co/image/ab67616d0000b273013c00ee367dd85396f79c82","1","5","324674","","true","65","USUM71808238","spotify:user:31fyn5l6sxssf4n4f2ne357hbt7e","2024-08-21T04:36:31Z"
"spotify:track:2I3dW2dCBZAJGj5X21E53k","Kids See Ghosts","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:6r2niOTnexy9xss5g8GWXH","KIDS SEE GHOSTS, Yasiin Bey","spotify:album:6pwuKxMUkNg673KETsXPUV","KIDS SEE GHOSTS","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:0fA0VVWsXO9YnASrzqfmYu","KIDS SEE GHOSTS, Kanye West, Kid Cudi","2018-06-08","https://i.scdn.co/image/ab67616d0000b273013c00ee367dd85396f79c82","1","6","245098","","true","55","USUM71808246","spotify:user:31fyn5l6sxssf4n4f2ne357hbt7e","2024-08-21T04:36:31Z"
"spotify:track:4kUZvXB3LC3an3HX6h0s17","Cudi Montage","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE","KIDS SEE GHOSTS","spotify:album:6pwuKxMUkNg673KETsXPUV","KIDS SEE GHOSTS","spotify:artist:2hPgGN4uhvXAxiXQBIXOmE, spotify:artist:5K4W6rqBFWDnAN6FQUkS6x, spotify:artist:0fA0VVWsXO9YnASrzqfmYu","KIDS SEE GHOSTS, Kanye West, Kid Cudi","2018-06-08","https://i.scdn.co/image/ab67616d0000b273013c00ee367dd85396f79c82","1","7","197000","","true","58","USUM71808240","spotify:user:31fyn5l6sxssf4n4f2ne357hbt7e","2024-08-21T04:36:31Z"
